Murrunkan-1,Pavattakulam-1,Nachchiduva-1,Vavniya-1,Mannr-1,Apura-1,Kappachichiya-1,Murrunkan,Pavattakulam,Nachchiduva,Vavniya,Mannr,Apura,Kappachichiya
4.55,33,5.5,28.8,16,9.7,26.56,0,0,5.61,8.1,0,10.3,0.3047
0,0,5.61,8.1,0,10.3,30.47,0,0,4.62,2,0,3.1,0.2656
0,0,4.62,2,0,3.1,26.56,0,0,3.41,8.7,0.2,0,0.105
0,0,3.41,8.7,0.2,0,10.5,0,0,0,0,2.5,22.7,0.0879
0,0,0,0,2.5,22.7,8.79,2.93,0,0,0,0,0,0.0514
2.93,0,0,0,0,0,5.14,0,0,0,0,0,0,0.0506
0,0,0,0,0,0,5.06,0,0,0,0,0,0,0.0386
0,0,0,0,0,0,3.86,0,0,0,0,0,0,0.0349
0,0,0,0,0,0,3.49,0,0,0,0,0,0,0.0289
0,0,0,0,0,0,2.89,0,0,0,0,0,16,0.0238
0,0,0,0,0,16,2.38,0,0,0,0,0,1.4,0.0201
0,0,0,0,0,1.4,2.01,0,0,0,0,0,0,0.0174
0,0,0,0,0,0,1.74,0,0,0,0,0,0.4,0.0152
0,0,0,0,0,0.4,1.52,0,0,0,0,0,0,0.0142
0,0,0,0,0,0,1.42,0,0,0,0,0,0,0.0129
0,0,0,0,0,0,1.29,0,0,0,0,0,0,0.0123
0,0,0,0,0,0,1.23,0,0,0,0,0,0,0.0119
0,0,0,0,0,0,1.19,0,0,0,0,0,0,0.0109
0,0,0,0,0,0,1.09,0,0,0,0,0,0,0.0106
0,0,0,0,0,0,1.06,0,0,0,0,0,0,0.0105
0,0,0,0,0,0,1.05,0,0,0,0,0,0,0.0099
0,0,0,0,0,0,0.99,0,0,0,0,0,0,0.0094
0,0,0,0,0,0,0.94,0,0,0,0,0,0,0.0089
0,0,0,0,0,0,0.89,0,0,0,0,0,0,0.0072
0,0,0,0,0,0,0.72,0,0,0,0,0,0,0.0069
0,0,0,0,0,0,0.69,0,0,0,0,0,0,0.0065
0,0,0,0,0,0,0.65,0,0,0,0,0,0,0.0065
0,0,0,0,0,0,0.65,0,0,0,0,0,0,0.0069
0,0,0,0,0,0,0.69,0,0,0,0,0,0,0.0064
0,0,0,0,0,0,0.64,0,0,0,0,0,0,0.0061
0,0,0,0,0,0,0.61,0,0,0,0,0,0,0.0058
0,0,0,0,0,0,0.58,0,0,0,0,0,0,0.0055
0,0,0,0,0,0,0.55,0,0,0,0,0,0,0.0054
0,0,0,0,0,0,0.54,0,0,0,0,0,0,0.005
0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.0044
0,0,0,0,0,0,0.44,0,0,0,0,0,0,0.0043
0,0,0,0,0,0,0.43,0,0,0,0,0,0,0.004
0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.004
0,0,0,0,0,0,0.4,0,0,16.61,16.4,0,69.4,0.004
0,0,16.61,16.4,0,69.4,0.4,0,0,0,0,0,0,0.004
0,0,0,0,0,0,0.4,0,0,7.92,5.1,0,3.1,0.0038
0,0,7.92,5.1,0,3.1,0.38,0,0,17.71,6,0,0,0.0051
0,0,17.71,6,0,0,0.51,0,0,0,6.4,0,0,0.0073
0,0,0,6.4,0,0,0.73,2.2,0,5.5,0.4,0,17.1,0.0073
2.2,0,5.5,0.4,0,17.1,0.73,0,0,0,0,0,0,0.0073
0,0,0,0,0,0,0.73,5.87,0,7.81,2.9,3.1,7.2,0.0077
5.87,0,7.81,2.9,3.1,7.2,0.77,9.54,0,10.01,17.6,21.4,37.6,0.0077
9.54,0,10.01,17.6,21.4,37.6,0.77,0,0,3.3,2.1,18.6,9.9,0.0073
0,0,3.3,2.1,18.6,9.9,0.73,5.87,0,0,2.2,19.6,6.2,0.0119
5.87,0,0,2.2,19.6,6.2,1.19,0,0,0,8.3,0,1.7,0.0191
0,0,0,8.3,0,1.7,1.91,12.47,36,2.2,1.1,5.2,0.9,0.0252
12.47,36,2.2,1.1,5.2,0.9,2.52,0,27,7.81,7.7,1.5,0.5,0.0353
0,27,7.81,7.7,1.5,0.5,3.53,0,0,7.81,5.5,2.5,13.3,0.0218
0,0,7.81,5.5,2.5,13.3,2.18,38.88,18,4.62,18.5,13,13.8,0.0283
38.88,18,4.62,18.5,13,13.8,2.83,2.2,18,6.71,25.5,14.2,4.4,0.0235
2.2,18,6.71,25.5,14.2,4.4,2.35,26.78,0,7.7,9.7,34.9,22.8,0.0272
26.78,0,7.7,9.7,34.9,22.8,2.72,12.03,9,3.41,3,11.9,6.4,0.0382
12.03,9,3.41,3,11.9,6.4,3.82,49.15,0,5.5,5.6,13.2,22.9,0.0876
49.15,0,5.5,5.6,13.2,22.9,8.76,8.07,27,7.92,12.7,5.2,29.1,0.0966
8.07,27,7.92,12.7,5.2,29.1,9.66,0,9,0,4.8,0,5.1,0.117
0,9,0,4.8,0,5.1,11.7,0,0,0,0,0,0,0.1047
0,0,0,0,0,0,10.47,0,0,0,0,0,0,0.0748
0,0,0,0,0,0,7.48,0,0,0,0,0,0,0.0494
0,0,0,0,0,0,4.94,0,0,0,0,0,0,0.0373
0,0,0,0,0,0,3.73,0,0,0,0,0,0,0.0361
0,0,0,0,0,0,3.61,0,0,0,0,0,0,0.035
0,0,0,0,0,0,3.5,0,0,0,0,0,0,0.0318
0,0,0,0,0,0,3.18,0,0,0,0,0,0,0.0285
0,0,0,0,0,0,2.85,0,0,0,0,0,0,0.0288
0,0,0,0,0,0,2.88,0,0,0,0,0,0,0.0288
0,0,0,0,0,0,2.88,0,0,0,0,0,0,0.0278
0,0,0,0,0,0,2.78,0,0,0,0,0,0,0.0278
0,0,0,0,0,0,2.78,0,0,0,0,0,1.2,0.0269
0,0,0,0,0,1.2,2.69,0,0,0,0,3.6,0,0.0269
0,0,0,0,3.6,0,2.69,0,0,0,0.1,0,3.8,0.026
0,0,0,0.1,0,3.8,2.6,0,0,1.09,1.3,1.9,2.7,0.026
0,0,1.09,1.3,1.9,2.7,2.6,0,12,0,22.7,0.9,2.5,0.0291
0,12,0,22.7,0.9,2.5,2.91,3.45,9,0,0.8,17.4,4.4,0.0322
3.45,9,0,0.8,17.4,4.4,3.22,0,0,12.21,0.3,0,5.5,0.0308
0,0,12.21,0.3,0,5.5,3.08,0,0,0,0,0,0,0.0343
0,0,0,0,0,0,3.43,0,0,0,0,0,0,0.0372
0,0,0,0,0,0,3.72,0,0,0,0,0,0,0.0305
0,0,0,0,0,0,3.05,0,0,0,0,0,0,0.0278
0,0,0,0,0,0,2.78,0,0,0,2.9,1.4,0,0.0275
0,0,0,2.9,1.4,0,2.75,0,12,0,4.5,0.7,1.1,0.0273
0,12,0,4.5,0.7,1.1,2.73,8.07,32,2.2,36.4,11.3,4.3,0.0378
8.07,32,2.2,36.4,11.3,4.3,3.78,0,12,8.8,12.9,24.6,9.3,0.055
0,12,8.8,12.9,24.6,9.3,5.5,16.14,27,7.7,19.2,10.8,25,0.0956
16.14,27,7.7,19.2,10.8,25,9.56,43.28,54,24.2,76.5,33.4,17.4,0.123
43.28,54,24.2,76.5,33.4,17.4,12.3,21.27,22,14.3,37.3,93.3,6.4,0.2004
21.27,22,14.3,37.3,93.3,6.4,20.04,57.22,32,20.9,41.1,133.3,28.8,0.9205
57.22,32,20.9,41.1,133.3,28.8,92.05,3.67,0,35.31,16.6,3.3,18.6,1.2251
3.67,0,35.31,16.6,3.3,18.6,122.51,15.41,22,3.3,17.4,3,3.5,0.7492
15.41,22,3.3,17.4,3,3.5,74.92,0,0,25.3,0,8.7,5,0.3011
0,0,25.3,0,8.7,5,30.11,104.17,0,34.1,8.3,7.6,10.6,0.2549
104.17,0,34.1,8.3,7.6,10.6,25.49,0,0,0,0,0,0,0.3008
0,0,0,0,0,0,30.08,0,0,0,0,0,0,0.2368
0,0,0,0,0,0,23.68,0,0,0,0,0,0,0.0954
0,0,0,0,0,0,9.54,0,0,0,0,0,0,0.0618
0,0,0,0,0,0,6.18,0,0,0,0,0,0,0.0449
0,0,0,0,0,0,4.49,0,0,0,0.3,0,0.2,0.0426
0,0,0,0.3,0,0.2,4.26,45.48,45,0,61.6,62.6,28,0.0435
45.48,45,0,61.6,62.6,28,4.35,13.94,57,192.5,48,28.8,127.1,0.6126
13.94,57,192.5,48,28.8,127.1,61.26,8.8,9,0,30.6,1.8,8.5,2.2304
8.8,9,0,30.6,1.8,8.5,223.04,20.91,27,18.7,21.4,0,34,0.7539
20.91,27,18.7,21.4,0,34,75.39,9.54,0,0,0.4,0,15.6,0.402
9.54,0,0,0.4,0,15.6,40.2,0,0,0,0,0,0,0.4268
0,0,0,0,0,0,42.68,0,0,0,0,0,0,0.2511
0,0,0,0,0,0,25.11,0,0,0,0,0,0,0.1665
0,0,0,0,0,0,16.65,0,0,0,1.5,1.8,0,0.1179
0,0,0,1.5,1.8,0,11.79,3.67,12,66,18.4,27,36.1,0.1146
3.67,12,66,18.4,27,36.1,11.46,1.47,0,27.5,7.6,0.8,3.6,0.1539
1.47,0,27.5,7.6,0.8,3.6,15.39,13.2,45,104.5,38,18.4,57,0.474
13.2,45,104.5,38,18.4,57,47.4,0.73,12,8.8,2.4,4.6,7.4,0.9596
0.73,12,8.8,2.4,4.6,7.4,95.96,0,0,0,0.1,0,0.5,0.6916
0,0,0,0.1,0,0.5,69.16,0,0,0,0.2,4.5,0,0.5997
0,0,0,0.2,4.5,0,59.97,0,0,0,0.9,15.2,0,0.6945
0,0,0,0.9,15.2,0,69.45,0,0,0,0,0.5,0.5,0.8298
0,0,0,0,0.5,0.5,82.98,0,6,0,13.5,0.8,3.4,0.451
0,6,0,13.5,0.8,3.4,45.1,0,0,0,0,0,0,0.2578
0,0,0,0,0,0,25.78,0,0,0,0,0,0,0.2159
0,0,0,0,0,0,21.59,0,0,0,0,0,0,0.1621
0,0,0,0,0,0,16.21,0,0,0,0,0,0,0.1336
0,0,0,0,0,0,13.36,0,0,0,0,0,0,0.1074
0,0,0,0,0,0,10.74,0,0,0,0,0,0,0.0933
0,0,0,0,0,0,9.33,0,0,0,0,0,0,0.0829
0,0,0,0,0,0,8.29,0,0,0,0,0,0,0.0805
0,0,0,0,0,0,8.05,0,0,0,0,0,0,0.0805
0,0,0,0,0,0,8.05,0,0,0,0,0,0,0.0766
0,0,0,0,0,0,7.66,0,0,0,0,0,0,0.0716
0,0,0,0,0,0,7.16,0,0,0,0,0,0,0.0646
0,0,0,0,0,0,6.46,0,0,0,0,0,0,0.0627
0,0,0,0,0,0,6.27,0,0,0,8.1,0,0,0.0723
0,0,0,8.1,0,0,7.23,0,0,0,0,0,0,0.0669
0,0,0,0,0,0,6.69,4.05,0,0,1.7,1.3,1.3,0.0641
4.05,0,0,1.7,1.3,1.3,6.41,0,0,2.2,21.5,0.5,48.3,0.0597
0,0,2.2,21.5,0.5,48.3,5.97,0,0,7.7,0,0,0.8,0.0574
0,0,7.7,0,0,0.8,5.74,0,0,4.4,0,0,0,0.056
0,0,4.4,0,0,0,5.6,0,0,0,4,2.7,1.1,0.2189
0,0,0,4,2.7,1.1,21.89,0,0,3.3,0.6,0,0,0.1988
0,0,3.3,0.6,0,0,19.88,0,0,1.1,3.4,4,4.1,0.1931
0,0,1.1,3.4,4,4.1,19.31,0,0,0,0,0,0,0.1725
0,0,0,0,0,0,17.25,0,0,0,0.2,0,0,0.147
0,0,0,0.2,0,0,14.7,0,0,0,0.4,0,0,0.1458
0,0,0,0.4,0,0,14.58,0,0,0,0,0,0,0.0918
0,0,0,0,0,0,9.18,0,0,0,0,0,0,0.0779
0,0,0,0,0,0,7.79,0,0,0,0,0,0,0.0755
0,0,0,0,0,0,7.55,0,0,0,0,0,0,0.0739
0,0,0,0,0,0,7.39,0,0,0,0,0,0,0.0782
0,0,0,0,0,0,7.82,0,0,0,0,0,0,0.0805
0,0,0,0,0,0,8.05,0,0,0,0,0,0,0.0788
0,0,0,0,0,0,7.88,0,0,0,19.2,0,9.3,0.0788
0,0,0,19.2,0,9.3,7.88,0,19,0,14.6,11.8,8.3,0.0779
0,19,0,14.6,11.8,8.3,7.79,0,0,0,0,2.1,0,0.092
0,0,0,0,2.1,0,9.2,0,0,0,0,0.2,0,0.1409
0,0,0,0,0.2,0,14.09,0,0,0,0,0,0,0.0993
0,0,0,0,0,0,9.93,0,0,0,0,0,0,0.0894
0,0,0,0,0,0,8.94,0,0,0,0,0,0,0.0805
0,0,0,0,0,0,8.05,0,0,0,0,0,0,0.0805
0,0,0,0,0,0,8.05,0,0,0,0,0,0,0.0788
0,0,0,0,0,0,7.88,0,0,0,0,0,0,0.076
0,0,0,0,0,0,7.6,0,0,0,0,0,0,0.0653
0,0,0,0,0,0,6.53,0,0,0,0,0,0,0.0617
0,0,0,0,0,0,6.17,0,0,0,0,0,0,0.0687
0,0,0,0,0,0,6.87,0,0,0,0.5,0,0,0.0788
0,0,0,0.5,0,0,7.88,0,0,0,0,0,0,0.0617
0,0,0,0,0,0,6.17,0,0,0,0,0,0,0.0617
0,0,0,0,0,0,6.17,0,0,0,0,0,0,0.0829
0,0,0,0,0,0,8.29,0,0,0,0,0,0,0.0817
0,0,0,0,0,0,8.17,0,0,0,0,0,0,0.073
0,0,0,0,0,0,7.3,0,0,0,0,0,0,0.0692
0,0,0,0,0,0,6.92,0,0,0,0,0,0,0.0581
0,0,0,0,0,0,5.81,0,0,0,0,0,0,0.0617
0,0,0,0,0,0,6.17,0,0,0,0,0,0,0.0653
0,0,0,0,0,0,6.53,0,0,0,0,0,0,0.0817
0,0,0,0,0,0,8.17,0,0,0,0,0,0,0.0805
0,0,0,0,0,0,8.05,0,0,0,0,0,0,0.0763
0,0,0,0,0,0,7.63,0,0,0,0,0,0,0.0683
0,0,0,0,0,0,6.83,0,0,0,0,0,0,0.0661
0,0,0,0,0,0,6.61,0,0,0,0,0,0,0.0821
0,0,0,0,0,0,8.21,0,0,0,0,4.5,0,0.0905
0,0,0,0,4.5,0,9.05,0,0,0,0,0,0,0.0905
0,0,0,0,0,0,9.05,0,0,0,0,0,0,0.0739
0,0,0,0,0,0,7.39,0,0,0,0,0,0,0.0717
0,0,0,0,0,0,7.17,0,0,0,0,0,0,0.0377
0,0,0,0,0,0,3.77,0,0,0,0,0,0,0.0372
0,0,0,0,0,0,3.72,0,0,0,0,0,0,0.0404
0,0,0,0,0,0,4.04,0,0,0,0,0,0,0.0699
0,0,0,0,0,0,6.99,0,0,0,0,0,0,0.0912
0,0,0,0,0,0,9.12,0,0,0,0.2,0,0,0.076
0,0,0,0.2,0,0,7.6,0,0,0,0,0,0,0.0681
0,0,0,0,0,0,6.81,0,0,0,0,0,0,0.05
0,0,0,0,0,0,5,0,0,0,0,0,0,0.0465
0,0,0,0,0,0,4.65,0,0,7.7,1.6,0,36.4,0.0354
0,0,7.7,1.6,0,36.4,3.54,0,28,0,31.2,13.9,5.6,0.0799
0,28,0,31.2,13.9,5.6,7.99,0,11,5.61,11.9,0,48.5,0.0908
0,11,5.61,11.9,0,48.5,9.08,0,6,1.1,1.8,26.1,0.5,0.2543
0,6,1.1,1.8,26.1,0.5,25.43,5.4,0,0,0,0,0,0.1759
5.4,0,0,0,0,0,17.59,0,0,0,0,40.9,2.5,0.0961
0,0,0,0,40.9,2.5,9.61,0,0,0,0,3,1.9,0.0777
0,0,0,0,3,1.9,7.77,20.7,0,0,0,4.7,0,0.1276
20.7,0,0,0,4.7,0,12.76,0,0,0,0,0,0,0.0828
0,0,0,0,0,0,8.28,0,0,0,0,0,0,0.0574
0,0,0,0,0,0,5.74,0,0,0,0,0,0,0.0426
0,0,0,0,0,0,4.26,0,0,0,0,0,0,0.0368
0,0,0,0,0,0,3.68,0,0,0,0,0,0,0.0273
0,0,0,0,0,0,2.73,0,0,0,0,0,0,0.0269
0,0,0,0,0,0,2.69,0,0,0,0,0,0,0.0545
0,0,0,0,0,0,5.45,0,0,0,0,0,0,0.0673
0,0,0,0,0,0,6.73,8.1,0,0,0.1,0,16.7,0.0583
8.1,0,0,0.1,0,16.7,5.83,20.7,0,0,0,0,0,0.0583
20.7,0,0,0,0,0,5.83,0,0,0,1.7,0,0,0.0638
0,0,0,1.7,0,0,6.38,0,0,0,0.1,0,8.3,0.0448
0,0,0,0.1,0,8.3,4.48,0,0,0,0,0,0,0.0502
0,0,0,0,0,0,5.02,0,0,0,0,10.4,0,0.0678
0,0,0,0,10.4,0,6.78,0,0,0,0,0,1,0.0428
0,0,0,0,0,1,4.28,0,0,0,0,0,0,0.0503
0,0,0,0,0,0,5.03,18.9,0,0,0,0,0,0.0581
18.9,0,0,0,0,0,5.81,0,0,0,0,0,0,0.0516
0,0,0,0,0,0,5.16,0,0,0,0,0,0,0.0376
0,0,0,0,0,0,3.76,4.5,0,0,0.2,0,5.5,0.0313
4.5,0,0,0.2,0,5.5,3.13,5.4,0,0,0,9.8,0,0.0298
5.4,0,0,0,9.8,0,2.98,0,0,0,0,0,0,0.0278
0,0,0,0,0,0,2.78,0,0,0,0,0,0,0.0265
0,0,0,0,0,0,2.65,0,0,0,0,11.7,3.7,0.0247
0,0,0,0,11.7,3.7,2.47,0,0,0,6.9,4.8,12.6,0.0264
0,0,0,6.9,4.8,12.6,2.64,21.33,45,0,55.9,8.2,12,0.026
21.33,45,0,55.9,8.2,12,2.6,0,32,0,9.8,2,17.8,0.0251
0,32,0,9.8,2,17.8,2.51,0,9,0,3.9,0.7,2.2,0.0347
0,9,0,3.9,0.7,2.2,3.47,0,0,0,1.9,0,28.4,0.0676
0,0,0,1.9,0,28.4,6.76,0,0,0,0,0,0,0.1176
0,0,0,0,0,0,11.76,0,0,0,0,0,0,0.0806
0,0,0,0,0,0,8.06,0,0,0,0,0,0,0.051
0,0,0,0,0,0,5.1,0,0,0,0,0,0,0.0401
0,0,0,0,0,0,4.01,0,0,0,0,0,0,0.0356
0,0,0,0,0,0,3.56,0,0,0,0,0,0,0.0293
0,0,0,0,0,0,2.93,0,0,0,0,0,0,0.0256
0,0,0,0,0,0,2.56,0,0,0,0,0,0,0.0238
0,0,0,0,0,0,2.38,0,0,0,0,0,0,0.0221
0,0,0,0,0,0,2.21,0,0,0,0,0,0,0.0204
0,0,0,0,0,0,2.04,0,0,0,0,0,0,0.0188
0,0,0,0,0,0,1.88,0,0,0,0,0,0,0.0232
0,0,0,0,0,0,2.32,0,8,5.61,22.6,0,0,0.0204
0,8,5.61,22.6,0,0,2.04,0,0,0,10.3,0,8.1,0.0228
0,0,0,10.3,0,8.1,2.28,0,0,3.3,4.8,0,67.1,0.0188
0,0,3.3,4.8,0,67.1,1.88,0,0,0,0,0,0,0.0434
0,0,0,0,0,0,4.34,0,0,0,0,0,0,0.0621
0,0,0,0,0,0,6.21,0,0,0,0,0,0,0.049
0,0,0,0,0,0,4.9,0,0,0,0,0,0,0.0449
0,0,0,0,0,0,4.49,0,0,0,0,0,0,0.0431
0,0,0,0,0,0,4.31,0,0,0,0,0,0,0.0378
0,0,0,0,0,0,3.78,0,0,0,0.3,0,0,0.0356
0,0,0,0.3,0,0,3.56,0,0,0,0,0,0,0.034
0,0,0,0,0,0,3.4,0,0,0,0,0,0,0.0552
0,0,0,0,0,0,5.52,0,0,0,0,0,0,0.0551
0,0,0,0,0,0,5.51,0,0,0,0,0,0,0.0603
0,0,0,0,0,0,6.03,0,0,0,0,0,0,0.0555
0,0,0,0,0,0,5.55,0,0,0,2.5,0,0,0.0537
0,0,0,2.5,0,0,5.37,0,0,0,0,0,0,0.0519
0,0,0,0,0,0,5.19,0,0,0,0,0,0,0.05
0,0,0,0,0,0,5,0,0,0,0,0,0,0.0611
0,0,0,0,0,0,6.11,0,0,0,0,0,0,0.0574
0,0,0,0,0,0,5.74,0,0,0,0,0,0,0.056
0,0,0,0,0,0,5.6,0,0,0,0,0,0,0.0532
0,0,0,0,0,0,5.32,0,0,0,0,1,0,0.0519
0,0,0,0,1,0,5.19,2.7,0,0,11.8,0,2.3,0.0513
2.7,0,0,11.8,0,2.3,5.13,0,0,0,0,0,0,0.0474
0,0,0,0,0,0,4.74,0,0,0,0,0,0,0.0452
0,0,0,0,0,0,4.52,0,0,0,0,0,0,0.0546
0,0,0,0,0,0,5.46,0,0,0,0,0,6,0.0483
0,0,0,0,0,6,4.83,0,0,0,0,0,0,0.0401
0,0,0,0,0,0,4.01,0,0,0,0,0,0,0.0383
0,0,0,0,0,0,3.83,0,0,0,0,0,0,0.0368
0,0,0,0,0,0,3.68,0,0,0,0,0,0,0.0324
0,0,0,0,0,0,3.24,0,0,0,0,0,0,0.0293
0,0,0,0,0,0,2.93,0,0,0,0,0,0,0.0238
0,0,0,0,0,0,2.38,0,0,0,0,0,0,0.0222
0,0,0,0,0,0,2.22,0,0,0,0,0,0,0.0212
0,0,0,0,0,0,2.12,0,0,0,0,0,0,0.0187
0,0,0,0,0,0,1.87,0,0,0,0,0,0,0.0179
0,0,0,0,0,0,1.79,0,0,0,0,0,0,0.0192
0,0,0,0,0,0,1.92,0,0,0,0,0,0,0.0263
0,0,0,0,0,0,2.63,0,0,0,0,0,0,0.0239
0,0,0,0,0,0,2.39,0,0,0,0,0,1.6,0.0213
0,0,0,0,0,1.6,2.13,0,0,0,0,0,5.1,0.0126
0,0,0,0,0,5.1,1.26,0,0,0,0,0,0,0.0123
0,0,0,0,0,0,1.23,0,0,0,0,0,0,0.0147
0,0,0,0,0,0,1.47,0,0,0,0,0,0,0.0169
0,0,0,0,0,0,1.69,0,0,0,0,0,0,0.0205
0,0,0,0,0,0,2.05,0,0,0,0,0,0,0.0186
0,0,0,0,0,0,1.86,0,0,0,0,0,0,0.0291
0,0,0,0,0,0,2.91,0,0,0,0,0,0,0.0267
0,0,0,0,0,0,2.67,0,0,0,0,0,0,0.0222
0,0,0,0,0,0,2.22,0,0,0,0,0,0,0.0172
0,0,0,0,0,0,1.72,0,0,0,0,0,0,0.0116
0,0,0,0,0,0,1.16,0,0,0,0,0,0,0.011
0,0,0,0,0,0,1.1,0,0,0,0,0,0,0.0108
0,0,0,0,0,0,1.08,0,0,0,0,0,0,0.0106
0,0,0,0,0,0,1.06,0,0,0,0,0,0,0.0101
0,0,0,0,0,0,1.01,0,0,0,0,0,0,0.0289
0,0,0,0,0,0,2.89,0,0,0,0,0,0,0.0117
0,0,0,0,0,0,1.17,0,0,0,0,0,0,0.0178
0,0,0,0,0,0,1.78,0,0,0,0,0,0,0.0167
0,0,0,0,0,0,1.67,0,0,0,0,0,0,0.0112
0,0,0,0,0,0,1.12,0,0,0,0,0,0,0.0121
0,0,0,0,0,0,1.21,0,0,0,0,0,0,0.0127
0,0,0,0,0,0,1.27,0,0,0,0,0,0,0.0116
0,0,0,0,0,0,1.16,0,0,0,0,0,0,0.0136
0,0,0,0,0,0,1.36,0,0,0,0,0,0,0.0161
0,0,0,0,0,0,1.61,0,0,0,0,0,0,0.0202
0,0,0,0,0,0,2.02,0,0,0,0,0,0,0.0196
0,0,0,0,0,0,1.96,0,0,0,0,0,0,0.0169
0,0,0,0,0,0,1.69,0,0,0,0,0,0,0.0191
0,0,0,0,0,0,1.91,0,0,0,0,0,0,0.0162
0,0,0,0,0,0,1.62,0,0,0,0,0,0,0.0155
0,0,0,0,0,0,1.55,0,0,0,0,0,0,0.0251
0,0,0,0,0,0,2.51,0,0,0,0,0,0,0.0094
0,0,0,0,0,0,0.94,0,0,0,0,0,0,0.0071
0,0,0,0,0,0,0.71,0,0,0,0,0,0,0.0203
0,0,0,0,0,0,2.03,0,0,0,0,0,0,0.0203
0,0,0,0,0,0,2.03,0,0,0,0,0,0,0.0151
0,0,0,0,0,0,1.51,0,0,0,0,0,0,0.0179
0,0,0,0,0,0,1.79,0,0,0,0,0,0.7,0.0162
0,0,0,0,0,0.7,1.62,0,0,0,0,0,0,0.0144
0,0,0,0,0,0,1.44,0,0,0,0,0,0,0.0133
0,0,0,0,0,0,1.33,0,0,0,0,0,0,0.0121
0,0,0,0,0,0,1.21,0,0,0,0,0,0,0.0151
0,0,0,0,0,0,1.51,0,0,0,0,0,0,0.0144
0,0,0,0,0,0,1.44,0,0,0,0,0,0,0.0121
0,0,0,0,0,0,1.21,0,0,0,0,0,0,0.0188
0,0,0,0,0,0,1.88,0,0,0,0,0,0,0.0173
0,0,0,0,0,0,1.73,0,0,0,0,0,0,0.0152
0,0,0,0,0,0,1.52,0,0,0,28.9,0,0,0.0139
0,0,0,28.9,0,0,1.39,0,0,0,0,0,0,0.0133
0,0,0,0,0,0,1.33,0,0,0,0,0,0,0.0132
0,0,0,0,0,0,1.32,0,0,0,0,0,0,0.013
0,0,0,0,0,0,1.3,0,0,0,0,0,0,0.0146
0,0,0,0,0,0,1.46,0,0,0,0,0,0,0.0121
0,0,0,0,0,0,1.21,0,0,0,0,0,0,0.0112
0,0,0,0,0,0,1.12,0,0,0,0,0,0,0.0104
0,0,0,0,0,0,1.04,0,0,0,0,0,0,0.0123
0,0,0,0,0,0,1.23,0,0,0,0,0,0,0.0115
0,0,0,0,0,0,1.15,0,0,0,0,0,0,0.0101
0,0,0,0,0,0,1.01,0,0,0,0,0,0,0.0096
0,0,0,0,0,0,0.96,0,0,0,0,0,0,0.0097
0,0,0,0,0,0,0.97,0,0,0,0,0,0,0.0099
0,0,0,0,0,0,0.99,0,0,0,0,0,0,0.0091
0,0,0,0,0,0,0.91,0,0,0,0,0,0,0.0088
0,0,0,0,0,0,0.88,0,0,0,0,0,0,0.0248
0,0,0,0,0,0,2.48,0,20,0,0.8,0,0,0.0285
0,20,0,0.8,0,0,2.85,0,27,0,5.9,0,0,0.0247
0,27,0,5.9,0,0,2.47,0,17,0,29.7,0,30.4,0.0247
0,17,0,29.7,0,30.4,2.47,0,0,5.5,1.9,0,1.4,0.0152
0,0,5.5,1.9,0,1.4,1.52,0,11.5,0,6.9,0.9,0,0.0461
0,11.5,0,6.9,0.9,0,4.61,38.25,57,7.7,53.5,1.5,16.7,0.048
38.25,57,7.7,53.5,1.5,16.7,4.8,0,0,1.1,0.3,1.2,1.2,0.0347
0,0,1.1,0.3,1.2,1.2,3.47,0,21,0,51.1,0,0,0.0886
0,21,0,51.1,0,0,8.86,0,60.2,19.8,7.9,0,11.5,0.0542
0,60.2,19.8,7.9,0,11.5,5.42,0,48,2.2,22.3,1,2,0.0697
0,48,2.2,22.3,1,2,6.97,0,0,0,0.4,6.1,0.6,0.0728
0,0,0,0.4,6.1,0.6,7.28,0,0,3.3,0,0,0,0.0567
0,0,3.3,0,0,0,5.67,0,0,0,0.9,0,0,0.0518
0,0,0,0.9,0,0,5.18,0,0,0,0.3,0,0,0.0335
0,0,0,0.3,0,0,3.35,0,0,0,0,0,0,0.0252
0,0,0,0,0,0,2.52,0,0,0,0,0,0,0.0204
0,0,0,0,0,0,2.04,0,0,0,0,0,0,0.0148
0,0,0,0,0,0,1.48,0,0,0,0,0,0,0.0097
0,0,0,0,0,0,0.97,0,0,0,0,0,0,0.0084
0,0,0,0,0,0,0.84,0,0,0,0,0,0,0.0053
0,0,0,0,0,0,0.53,0,0,0,0.3,0,0,0.0126
0,0,0,0.3,0,0,1.26,0,0,0,0,0,0,0.0119
0,0,0,0,0,0,1.19,0,0,0,0,0,0,0.0057
0,0,0,0,0,0,0.57,0,0,0,0,0,0,0.0053
0,0,0,0,0,0,0.53,0,0,0,0,0,0,0.0046
0,0,0,0,0,0,0.46,0,0,0,0,0,0,0.0063
0,0,0,0,0,0,0.63,0,0,0,0,0,0,0.0056
0,0,0,0,0,0,0.56,0,0,0,0,0,0,0.005
0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.0044
0,0,0,0,0,0,0.44,0,0,0,0,0,0,0.004
0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.0038
0,0,0,0,0,0,0.38,0,0,0,0,0,0,0.0036
